Name;Beinkette;Gelenkgruppen
P3RRRRR5G4P2;S5RRRRR5;1-1-1-2-2
P3RRRRR5G9P1;S5RRRRR5;1-1-1-2-2
P3RRRRR5G9P8;S5RRRRR5;1-1-1-2-2
P3RRRRR5V1G1P2;S5RRRRR5V1;1-1-1-2-2
P3RRRRR5V1G1P3;S5RRRRR5V1;1-1-1-2-2
P3RRRRR5V1G2P1;S5RRRRR5V1;1-1-1-2-2
P3RRRRR5V1G2P3;S5RRRRR5V1;1-1-1-2-2
P3RRRRR5V1G2P9;S5RRRRR5V1;1-1-1-2-2
P3RRRRR5V1G3P1;S5RRRRR5V1;1-1-1-2-2
P3RRRRR5V1G3P2;S5RRRRR5V1;1-1-1-2-2
P3RRRRR5V1G4P2;S5RRRRR5V1;1-1-1-2-2
P3RRRRR5V1G9P1;S5RRRRR5V1;1-1-1-2-2
P3RRRRR5V1G9P8;S5RRRRR5V1;1-1-1-2-2
P3RRRRR6G1P2;S5RRRRR6;1-1-2-2-2
P3RRRRR6G1P3;S5RRRRR6;1-1-2-2-2
P3RRRRR6G1P8;S5RRRRR6;1-1-2-2-2
P3RRRRR6G2P1;S5RRRRR6;1-1-2-2-2
P3RRRRR6G2P3;S5RRRRR6;1-1-2-2-2
P3RRRRR6G2P9;S5RRRRR6;1-1-2-2-2
P3RRRRR6G3P1;S5RRRRR6;1-1-2-2-2
P3RRRRR6G3P2;S5RRRRR6;1-1-2-2-2
P3RRRRR6G4P2;S5RRRRR6;1-1-2-2-2
P3RRRRR6G9P1;S5RRRRR6;1-1-2-2-2
P3RRRRR6G9P8;S5RRRRR6;1-1-2-2-2
P3RRRRR6V1G1P2;S5RRRRR6V1;1-1-2-2-2
P3RRRRR6V1G1P3;S5RRRRR6V1;1-1-2-2-2
P3RRRRR6V1G1P8;S5RRRRR6V1;1-1-2-2-2
P3RRRRR6V1G2P1;S5RRRRR6V1;1-1-2-2-2
P3RRRRR6V1G2P3;S5RRRRR6V1;1-1-2-2-2
P3RRRRR6V1G2P9;S5RRRRR6V1;1-1-2-2-2
P3RRRRR6V1G3P1;S5RRRRR6V1;1-1-2-2-2
P3RRRRR6V1G3P2;S5RRRRR6V1;1-1-2-2-2
P3RRRRR6V1G4P2;S5RRRRR6V1;1-1-2-2-2
P3RRRRR6V1G9P1;S5RRRRR6V1;1-1-2-2-2
P3RRRRR6V1G9P8;S5RRRRR6V1;1-1-2-2-2
P3RRRRR7G1P1;S5RRRRR7;1-2-2-2-1
P3RRRRR7G2P2;S5RRRRR7;1-2-2-2-1
P3RRRRR7G3P3;S5RRRRR7;1-2-2-2-1
P3RRRRR7V1G1P1;S5RRRRR7V1;1-2-2-2-1
P3RRRRR7V1G2P2;S5RRRRR7V1;1-2-2-2-1
P3RRRRR7V1G3P3;S5RRRRR7V1;1-2-2-2-1
P3RRRRR7V2G1P1;S5RRRRR7V2;1-2-2-2-1
P3RRRRR7V2G2P2;S5RRRRR7V2;1-2-2-2-1
P3RRRRR7V2G3P3;S5RRRRR7V2;1-2-2-2-1
P3RRRRR8G1P1;S5RRRRR8;1-2-2-1-1
P3RRRRR8G2P2;S5RRRRR8;1-2-2-1-1
P3RRRRR8G3P3;S5RRRRR8;1-2-2-1-1
P3RRRRR8V2G1P1;S5RRRRR8V2;1-2-2-1-1
P3RRRRR8V2G2P2;S5RRRRR8V2;1-2-2-1-1
P3RRRRR8V2G3P3;S5RRRRR8V2;1-2-2-1-1
