Beinkette;Anzahl_Beinketten;G_Methode;P_Methode;Status;Anzahl_Akt
S5PPPRR2V5;5;9;9;1;0
S5PPPRR2V5;5;10;1;1;0
S5PPPRR2V5;5;10;2;1;0
S5PPPRR2V5;5;10;3;1;0
S5PPPRR2V5;5;10;8;1;0
S5PPPRR2V5;5;10;9;1;0
S5PPRPR3V1;5;1;1;1;0
S5PPRPR3V1;5;1;2;1;0
S5PPRPR3V1;5;1;3;1;0
S5PPRPR3V1;5;1;8;1;0
S5PPRPR3V1;5;1;9;1;0
S5PPRPR3V1;5;2;1;1;0
S5PPRPR3V1;5;2;2;1;0
S5PPRPR3V1;5;2;3;1;0
S5PPRPR3V1;5;2;8;1;0
S5PPRPR3V1;5;2;9;1;0
S5PPRPR3V1;5;3;1;1;0
S5PPRPR3V1;5;3;2;1;0
S5PPRPR3V1;5;3;3;1;0
S5PPRPR3V1;5;3;8;1;0
S5PPRPR3V1;5;3;9;1;0
S5PPRPR3V1;5;4;1;1;0
S5PPRPR3V1;5;4;2;1;0
S5PPRPR3V1;5;4;3;1;0
S5PPRPR3V1;5;4;8;1;0
S5PPRPR3V1;5;4;9;1;0
S5PPRPR3V1;5;9;1;1;0
S5PPRPR3V1;5;9;2;1;0
S5PPRPR3V1;5;9;3;1;0
S5PPRPR3V1;5;9;8;1;0
S5PPRPR3V1;5;9;9;1;0
S5PPRPR3V1;5;10;1;1;0
S5PPRPR3V1;5;10;2;1;0
S5PPRPR3V1;5;10;3;1;0
S5PPRPR3V1;5;10;8;1;0
S5PPRPR3V1;5;10;9;1;0
S5PPRRP1V1;5;1;1;1;0
S5PPRRP1V1;5;1;2;1;0
S5PPRRP1V1;5;1;3;1;0
S5PPRRP1V1;5;1;8;1;0
S5PPRRP1V1;5;1;9;1;0
S5PPRRP1V1;5;2;1;1;0
S5PPRRP1V1;5;2;2;1;0
S5PPRRP1V1;5;2;3;1;0
S5PPRRP1V1;5;2;8;1;0
S5PPRRP1V1;5;2;9;1;0
S5PPRRP1V1;5;3;1;1;0
S5PPRRP1V1;5;3;2;1;0
S5PPRRP1V1;5;3;3;1;0
S5PPRRP1V1;5;3;8;1;0
S5PPRRP1V1;5;3;9;1;0
S5PPRRP1V1;5;4;1;1;0
S5PPRRP1V1;5;4;2;1;0
S5PPRRP1V1;5;4;3;1;0
S5PPRRP1V1;5;4;8;1;0
S5PPRRP1V1;5;4;9;1;0
S5PPRRP1V1;5;9;1;1;0
S5PPRRP1V1;5;9;2;1;0
S5PPRRP1V1;5;9;3;1;0
S5PPRRP1V1;5;9;8;1;0
S5PPRRP1V1;5;9;9;1;0
S5PPRRP1V1;5;10;1;1;0
S5PPRRP1V1;5;10;2;1;0
S5PPRRP1V1;5;10;3;1;0
S5PPRRP1V1;5;10;8;1;0
S5PPRRP1V1;5;10;9;1;0
S5PPRRP2V1;5;1;1;1;0
S5PPRRP2V1;5;1;2;1;0
S5PPRRP2V1;5;1;3;1;0
S5PPRRP2V1;5;1;8;1;0
S5PPRRP2V1;5;1;9;1;0
S5PPRRP2V1;5;2;1;1;0
S5PPRRP2V1;5;2;2;1;0
S5PPRRP2V1;5;2;3;1;0
S5PPRRP2V1;5;2;8;1;0
S5PPRRP2V1;5;2;9;1;0
S5PPRRP2V1;5;3;1;1;0
S5PPRRP2V1;5;3;2;1;0
S5PPRRP2V1;5;3;3;1;0
S5PPRRP2V1;5;3;8;1;0
S5PPRRP2V1;5;3;9;1;0
S5PPRRP2V1;5;4;1;1;0
S5PPRRP2V1;5;4;2;1;0
S5PPRRP2V1;5;4;3;1;0
S5PPRRP2V1;5;4;8;1;0
S5PPRRP2V1;5;4;9;1;0
S5PPRRP2V1;5;9;1;1;0
S5PPRRP2V1;5;9;2;1;0
S5PPRRP2V1;5;9;3;1;0
S5PPRRP2V1;5;9;8;1;0
S5PPRRP2V1;5;9;9;1;0
S5PPRRP2V1;5;10;1;1;0
S5PPRRP2V1;5;10;2;1;0
S5PPRRP2V1;5;10;3;1;0
S5PPRRP2V1;5;10;8;1;0
S5PPRRP2V1;5;10;9;1;0
S5PPRRP3V1;5;1;1;1;0
S5PPRRP3V1;5;1;2;1;0
S5PPRRP3V1;5;1;3;1;0
S5PPRRP3V1;5;1;8;1;0
S5PPRRP3V1;5;1;9;1;0
S5PPRRP3V1;5;2;1;1;0
S5PPRRP3V1;5;2;2;1;0
S5PPRRP3V1;5;2;3;1;0
S5PPRRP3V1;5;2;8;1;0
S5PPRRP3V1;5;2;9;1;0
S5PPRRP3V1;5;3;1;1;0
S5PPRRP3V1;5;3;2;1;0
S5PPRRP3V1;5;3;3;1;0
S5PPRRP3V1;5;3;8;1;0
S5PPRRP3V1;5;3;9;1;0
S5PPRRP3V1;5;4;1;1;0
S5PPRRP3V1;5;4;2;1;0
S5PPRRP3V1;5;4;3;1;0
S5PPRRP3V1;5;4;8;1;0
S5PPRRP3V1;5;4;9;1;0
S5PPRRP3V1;5;9;1;1;0
S5PPRRP3V1;5;9;2;1;0
S5PPRRP3V1;5;9;3;1;0
S5PPRRP3V1;5;9;8;1;0
S5PPRRP3V1;5;9;9;1;0
S5PPRRP3V1;5;10;1;1;0
S5PPRRP3V1;5;10;2;1;0
S5PPRRP3V1;5;10;3;1;0
S5PPRRP3V1;5;10;8;1;0
S5PPRRP3V1;5;10;9;1;0
S5PPRRP3V2;5;1;1;1;0
S5PPRRP3V2;5;1;2;1;0
S5PPRRP3V2;5;1;3;1;0
S5PPRRP3V2;5;1;8;1;0
S5PPRRP3V2;5;1;9;1;0
S5PPRRP3V2;5;2;1;1;0
S5PPRRP3V2;5;2;2;1;0
S5PPRRP3V2;5;2;3;1;0
S5PPRRP3V2;5;2;8;1;0
S5PPRRP3V2;5;2;9;1;0
S5PPRRP3V2;5;3;1;1;0
S5PPRRP3V2;5;3;2;1;0
S5PPRRP3V2;5;3;3;1;0
S5PPRRP3V2;5;3;8;1;0
S5PPRRP3V2;5;3;9;1;0
S5PPRRP3V2;5;4;1;1;0
S5PPRRP3V2;5;4;2;1;0
S5PPRRP3V2;5;4;3;1;0
S5PPRRP3V2;5;4;8;1;0
S5PPRRP3V2;5;4;9;1;0
S5PPRRP3V2;5;9;1;1;0
S5PPRRP3V2;5;9;2;1;0
S5PPRRP3V2;5;9;3;1;0
S5PPRRP3V2;5;9;8;1;0
S5PPRRP3V2;5;9;9;1;0
S5PPRRP3V2;5;10;1;1;0
S5PPRRP3V2;5;10;2;1;0
S5PPRRP3V2;5;10;3;1;0
S5PPRRP3V2;5;10;8;1;0
S5PPRRP3V2;5;10;9;1;0
S5PPRRP3V3;5;1;1;1;0
S5PPRRP3V3;5;1;2;1;0
S5PPRRP3V3;5;1;3;1;0
S5PPRRP3V3;5;1;8;1;0
S5PPRRP3V3;5;1;9;1;0
S5PPRRP3V3;5;2;1;1;0
S5PPRRP3V3;5;2;2;1;0
S5PPRRP3V3;5;2;3;1;0
S5PPRRP3V3;5;2;8;1;0
S5PPRRP3V3;5;2;9;1;0
S5PPRRP3V3;5;3;1;1;0
S5PPRRP3V3;5;3;2;1;0
S5PPRRP3V3;5;3;3;1;0
S5PPRRP3V3;5;3;8;1;0
S5PPRRP3V3;5;3;9;1;0
S5PPRRP3V3;5;4;1;1;0
S5PPRRP3V3;5;4;2;1;0
S5PPRRP3V3;5;4;3;1;0
S5PPRRP3V3;5;4;8;1;0
S5PPRRP3V3;5;4;9;1;0
S5PPRRP3V3;5;9;1;1;0
S5PPRRP3V3;5;9;2;1;0
S5PPRRP3V3;5;9;3;1;0
S5PPRRP3V3;5;9;8;1;0
S5PPRRP3V3;5;9;9;1;0
S5PPRRP3V3;5;10;1;1;0
S5PPRRP3V3;5;10;2;1;0
S5PPRRP3V3;5;10;3;1;0
S5PPRRP3V3;5;10;8;1;0
S5PPRRP3V3;5;10;9;1;0
S5PPRRP3V4;5;1;1;1;0
S5PPRRP3V4;5;1;2;1;0
S5PPRRP3V4;5;1;3;1;0
S5PPRRP3V4;5;1;8;1;0
S5PPRRP3V4;5;1;9;1;0
S5PPRRP3V4;5;2;1;1;0
S5PPRRP3V4;5;2;2;1;0
S5PPRRP3V4;5;2;3;1;0
S5PPRRP3V4;5;2;8;1;0
S5PPRRP3V4;5;2;9;1;0
S5PPRRP3V4;5;3;1;1;0
S5PPRRP3V4;5;3;2;1;0
S5PPRRP3V4;5;3;3;1;0
S5PPRRP3V4;5;3;8;1;0
S5PPRRP3V4;5;3;9;1;0
S5PPRRP3V4;5;4;1;1;0
S5PPRRP3V4;5;4;2;1;0
S5PPRRP3V4;5;4;3;1;0
S5PPRRP3V4;5;4;8;1;0
S5PPRRP3V4;5;4;9;1;0
S5PPRRP3V4;5;9;1;1;0
S5PPRRP3V4;5;9;2;1;0
S5PPRRP3V4;5;9;3;1;0
S5PPRRP3V4;5;9;8;1;0
S5PPRRP3V4;5;9;9;1;0
S5PPRRP3V4;5;10;1;1;0
S5PPRRP3V4;5;10;2;1;0
S5PPRRP3V4;5;10;3;1;0
S5PPRRP3V4;5;10;8;1;0
S5PPRRP3V4;5;10;9;1;0
S5PPRRP3V5;5;1;1;1;0
S5PPRRP3V5;5;1;2;1;0
S5PPRRP3V5;5;1;3;1;0
S5PPRRP3V5;5;1;8;1;0
S5PPRRP3V5;5;1;9;1;0
S5PPRRP3V5;5;2;1;1;0
S5PPRRP3V5;5;2;2;1;0
S5PPRRP3V5;5;2;3;1;0
S5PPRRP3V5;5;2;8;1;0
S5PPRRP3V5;5;2;9;1;0
S5PPRRP3V5;5;3;1;1;0
S5PPRRP3V5;5;3;2;1;0
S5PPRRP3V5;5;3;3;1;0
S5PPRRP3V5;5;3;8;1;0
S5PPRRP3V5;5;3;9;1;0
S5PPRRP3V5;5;4;1;1;0
S5PPRRP3V5;5;4;2;1;0
S5PPRRP3V5;5;4;3;1;0
S5PPRRP3V5;5;4;8;1;0
S5PPRRP3V5;5;4;9;1;0
S5PPRRP3V5;5;9;1;1;0
S5PPRRP3V5;5;9;2;1;0
S5PPRRP3V5;5;9;3;1;0
S5PPRRP3V5;5;9;8;1;0
S5PPRRP3V5;5;9;9;1;0
S5PPRRP3V5;5;10;1;1;0
S5PPRRP3V5;5;10;2;1;0
S5PPRRP3V5;5;10;3;1;0
S5PPRRP3V5;5;10;8;1;0
S5PPRRP3V5;5;10;9;1;0
S5PPRRP4V1;5;1;1;1;0
S5PPRRP4V1;5;1;2;1;0
S5PPRRP4V1;5;1;3;1;0
S5PPRRP4V1;5;1;8;1;0
S5PPRRP4V1;5;1;9;1;0
S5PPRRP4V1;5;2;1;1;0
S5PPRRP4V1;5;2;2;1;0
S5PPRRP4V1;5;2;3;1;0
S5PPRRP4V1;5;2;8;1;0
S5PPRRP4V1;5;2;9;1;0
S5PPRRP4V1;5;3;1;1;0
S5PPRRP4V1;5;3;2;1;0
S5PPRRP4V1;5;3;3;1;0
S5PPRRP4V1;5;3;8;1;0
S5PPRRP4V1;5;3;9;1;0
S5PPRRP4V1;5;4;1;1;0
S5PPRRP4V1;5;4;2;1;0
S5PPRRP4V1;5;4;3;1;0
S5PPRRP4V1;5;4;8;1;0
S5PPRRP4V1;5;4;9;1;0
S5PPRRP4V1;5;9;1;1;0
S5PPRRP4V1;5;9;2;1;0
S5PPRRP4V1;5;9;3;1;0
S5PPRRP4V1;5;9;8;1;0
S5PPRRP4V1;5;9;9;1;0
S5PPRRP4V1;5;10;1;1;0
S5PPRRP4V1;5;10;2;1;0
S5PPRRP4V1;5;10;3;1;0
S5PPRRP4V1;5;10;8;1;0
S5PPRRP4V1;5;10;9;1;0
S5PPRRR1V1;5;1;1;1;0
S5PPRRR1V1;5;1;2;1;0
S5PPRRR1V1;5;1;3;1;0
S5PPRRR1V1;5;1;8;1;0
S5PPRRR1V1;5;1;9;1;0
S5PPRRR1V1;5;2;1;1;0
S5PPRRR1V1;5;2;2;1;0
S5PPRRR1V1;5;2;3;1;0
S5PPRRR1V1;5;2;8;1;0
S5PPRRR1V1;5;2;9;1;0
S5PPRRR1V1;5;3;1;1;0
S5PPRRR1V1;5;3;2;1;0
S5PPRRR1V1;5;3;3;1;0
S5PPRRR1V1;5;3;8;1;0
S5PPRRR1V1;5;3;9;1;0
S5PPRRR1V1;5;4;1;1;0
S5PPRRR1V1;5;4;2;1;0
S5PPRRR1V1;5;4;3;1;0
S5PPRRR1V1;5;4;8;1;0
S5PPRRR1V1;5;4;9;1;0
S5PPRRR1V1;5;9;1;1;0
S5PPRRR1V1;5;9;2;1;0
S5PPRRR1V1;5;9;3;1;0
S5PPRRR1V1;5;9;8;1;0
S5PPRRR1V1;5;9;9;1;0
S5PPRRR1V1;5;10;1;1;0
S5PPRRR1V1;5;10;2;1;0
S5PPRRR1V1;5;10;3;1;0
S5PPRRR1V1;5;10;8;1;0
S5PPRRR1V1;5;10;9;1;0
S5PPRRR2V1;5;1;1;1;0
S5PPRRR2V1;5;1;2;1;0
S5PPRRR2V1;5;1;3;1;0
S5PPRRR2V1;5;1;8;1;0
S5PPRRR2V1;5;1;9;1;0
S5PPRRR2V1;5;2;1;1;0
S5PPRRR2V1;5;2;2;1;0
S5PPRRR2V1;5;2;3;1;0
S5PPRRR2V1;5;2;8;1;0
S5PPRRR2V1;5;2;9;1;0
S5PPRRR2V1;5;3;1;1;0
S5PPRRR2V1;5;3;2;1;0
S5PPRRR2V1;5;3;3;1;0
S5PPRRR2V1;5;3;8;1;0
S5PPRRR2V1;5;3;9;1;0
S5PPRRR2V1;5;4;1;1;0
S5PPRRR2V1;5;4;2;1;0
S5PPRRR2V1;5;4;3;1;0
S5PPRRR2V1;5;4;8;1;0
S5PPRRR2V1;5;4;9;1;0
S5PPRRR2V1;5;9;1;1;0
S5PPRRR2V1;5;9;2;1;0
S5PPRRR2V1;5;9;3;1;0
S5PPRRR2V1;5;9;8;1;0
S5PPRRR2V1;5;9;9;1;0
S5PPRRR2V1;5;10;1;1;0
S5PPRRR2V1;5;10;2;1;0
S5PPRRR2V1;5;10;3;1;0
S5PPRRR2V1;5;10;8;1;0
S5PPRRR2V1;5;10;9;1;0
S5PPRRR3V1;5;1;1;1;0
S5PPRRR3V1;5;1;2;1;0
S5PPRRR3V1;5;1;3;1;0
S5PPRRR3V1;5;1;8;1;0
S5PPRRR3V1;5;1;9;1;0
S5PPRRR3V1;5;2;1;1;0
S5PPRRR3V1;5;2;2;1;0
S5PPRRR3V1;5;2;3;1;0
S5PPRRR3V1;5;2;8;1;0
S5PPRRR3V1;5;2;9;1;0
S5PPRRR3V1;5;3;1;1;0
S5PPRRR3V1;5;3;2;1;0
S5PPRRR3V1;5;3;3;1;0
S5PPRRR3V1;5;3;8;1;0
S5PPRRR3V1;5;3;9;1;0
S5PPRRR3V1;5;4;1;1;0
S5PPRRR3V1;5;4;2;1;0
S5PPRRR3V1;5;4;3;1;0
S5PPRRR3V1;5;4;8;1;0
S5PPRRR3V1;5;4;9;1;0
S5PPRRR3V1;5;9;1;1;0
S5PPRRR3V1;5;9;2;1;0
S5PPRRR3V1;5;9;3;1;0
S5PPRRR3V1;5;9;8;1;0
S5PPRRR3V1;5;9;9;1;0
S5PPRRR3V1;5;10;1;1;0
S5PPRRR3V1;5;10;2;1;0
S5PPRRR3V1;5;10;3;1;0
S5PPRRR3V1;5;10;8;1;0
S5PPRRR3V1;5;10;9;1;0
S5PPRRR3V2;5;1;1;1;0
S5PPRRR3V2;5;1;2;1;0
S5PPRRR3V2;5;1;3;1;0
S5PPRRR3V2;5;1;8;1;0
S5PPRRR3V2;5;1;9;1;0
S5PPRRR3V2;5;2;1;1;0
S5PPRRR3V2;5;2;2;1;0
S5PPRRR3V2;5;2;3;1;0
S5PPRRR3V2;5;2;8;1;0
S5PPRRR3V2;5;2;9;1;0
S5PPRRR3V2;5;3;1;1;0
S5PPRRR3V2;5;3;2;1;0
S5PPRRR3V2;5;3;3;1;0
S5PPRRR3V2;5;3;8;1;0
S5PPRRR3V2;5;3;9;1;0
S5PPRRR3V2;5;4;1;1;0
S5PPRRR3V2;5;4;2;1;0
S5PPRRR3V2;5;4;3;1;0
S5PPRRR3V2;5;4;8;1;0
S5PPRRR3V2;5;4;9;1;0
S5PPRRR3V2;5;9;1;1;0
S5PPRRR3V2;5;9;2;1;0
S5PPRRR3V2;5;9;3;1;0
S5PPRRR3V2;5;9;8;1;0
S5PPRRR3V2;5;9;9;1;0
S5PPRRR3V2;5;10;1;1;0
S5PPRRR3V2;5;10;2;1;0
S5PPRRR3V2;5;10;3;1;0
S5PPRRR3V2;5;10;8;1;0
S5PPRRR3V2;5;10;9;1;0
S5PPRRR3V3;5;1;1;1;0
S5PPRRR3V3;5;1;2;1;0
S5PPRRR3V3;5;1;3;1;0
S5PPRRR3V3;5;1;8;1;0
S5PPRRR3V3;5;1;9;1;0
S5PPRRR3V3;5;2;1;1;0
S5PPRRR3V3;5;2;2;1;0
S5PPRRR3V3;5;2;3;1;0
S5PPRRR3V3;5;2;8;1;0
S5PPRRR3V3;5;2;9;1;0
S5PPRRR3V3;5;3;1;1;0
S5PPRRR3V3;5;3;2;1;0
S5PPRRR3V3;5;3;3;1;0
S5PPRRR3V3;5;3;8;1;0
S5PPRRR3V3;5;3;9;1;0
S5PPRRR3V3;5;4;1;1;0
S5PPRRR3V3;5;4;2;1;0
S5PPRRR3V3;5;4;3;1;0
S5PPRRR3V3;5;4;8;1;0
S5PPRRR3V3;5;4;9;1;0
S5PPRRR3V3;5;9;1;1;0
S5PPRRR3V3;5;9;2;1;0
S5PPRRR3V3;5;9;3;1;0
S5PPRRR3V3;5;9;8;1;0
S5PPRRR3V3;5;9;9;1;0
S5PPRRR3V3;5;10;1;1;0
S5PPRRR3V3;5;10;2;1;0
S5PPRRR3V3;5;10;3;1;0
S5PPRRR3V3;5;10;8;1;0
S5PPRRR3V3;5;10;9;1;0
S5PPRRR3V4;5;1;1;1;0
S5PPRRR3V4;5;1;2;1;0
